landing_id,activity_period,operating_airline,operating_iata,published_airline,published_iata,geo_summary,geo_region,landing_aircraft_type,body_type,aircraft_manufacturer,aircraft_model,aircraft_version,landing_count,total_landed_weight,airline_id,airport_id,runway_id,weather_id,flight_id,pilot_id,delay_id,maintenance_id,aircraft_capacity
2975,202404,"Ford, Sanford and Cook",SVU,"Stark, Thomas and Flores",DYB,Domestic,Oceania,Jet,Wide-body,Embraer,737,-1000,6,268171,235,279,190,78,578,766,2874,3606,200
2976,202409,Evans-Silva,PUF,Hill LLC,MAK,Domestic,Africa,Helicopter,Wide-body,Boeing,A320,-800,6,216409,373,273,19,45,12595,740,2940,4733,250
2977,202405,Wang LLC,TTF,Frederick-Dennis,ZDS,Domestic,Oceania,Turboprop,Narrow-body,Embraer,A320,-800,7,396785,322,114,151,79,81,637,2326,1360,150
2978,202307,Jones-Wright,TRZ,"Nicholson, Parsons and Blanchard",OWM,Domestic,Europe,Jet,Wide-body,Bombardier,CRJ900,-900,4,184846,375,223,38,53,17984,897,957,1670,220
2979,202412,Walker Inc,PXP,Wolfe-Preston,TKJ,International,South America,Jet,Narrow-body,Boeing,A320,-200,6,385560,20,82,115,5,13021,605,689,3088,180
2980,202008,"Delacruz, Daniels and Calhoun",QSU,"Davis, Fleming and Wilson",XNC,Domestic,Africa,Jet,Narrow-body,Boeing,737,-800,8,139434,350,201,188,65,2372,691,224,1950,150
2981,202312,Doyle PLC,BNL,Jones PLC,JNH,Domestic,South America,Turboprop,Wide-body,Bombardier,CRJ900,-900,3,158323,228,161,5,23,2706,384,1070,2540,250
2982,202009,Lopez-Mcconnell,YXE,Johnson Ltd,GQZ,International,Africa,Turboprop,Narrow-body,Bombardier,E190,-200,5,368139,480,193,7,63,12724,321,2125,945,200
2983,202208,"Schwartz, James and Banks",WLY,Walker LLC,SZB,Domestic,South America,Turboprop,Wide-body,Bombardier,A320,-900,3,243891,349,290,17,15,11760,848,983,2362,180
2984,202311,Dillon Ltd,NRA,Sanchez Ltd,BVY,Domestic,North America,Jet,Narrow-body,Embraer,A320,-1000,1,203306,323,31,166,46,17249,780,2875,1289,250
2985,202305,Wilson-Walsh,FAB,Rollins-Olsen,NNG,Domestic,Africa,Helicopter,Narrow-body,Airbus,CRJ900,-200,4,382247,1,148,48,42,21208,962,1263,2189,150
2986,202209,"Snyder, Klein and Mcneil",CRN,Ramirez and Sons,OGG,Domestic,North America,Turboprop,Wide-body,Bombardier,E190,-800,3,224461,202,143,113,24,21073,316,983,1754,200
2987,202311,Mathews PLC,QCP,Allen Inc,OKD,Domestic,Asia,Jet,Narrow-body,Airbus,CRJ900,-900,1,332380,181,29,95,58,5973,549,853,562,250
2988,202011,Ramos-Schmidt,DDA,"Lam, Robinson and Simpson",WAD,Domestic,Africa,Jet,Narrow-body,Airbus,CRJ900,-1000,5,85979,270,248,125,59,3758,523,208,1350,220
2989,202107,"Morse, Good and Williamson",JNP,Vincent-Brown,BLI,International,North America,Jet,Wide-body,Boeing,CRJ900,-1000,6,89705,20,179,131,5,15338,589,1953,296,250
2990,202310,Miller-Williams,UQY,"Goodman, Cervantes and Martinez",EAC,Domestic,Africa,Turboprop,Narrow-body,Bombardier,E190,-1000,9,362495,119,222,19,61,15300,125,1508,2296,220
2991,202312,Wilson-Dudley,HUG,"Miranda, Franklin and Gray",AOK,International,Oceania,Helicopter,Narrow-body,Boeing,A320,-200,1,131695,422,217,112,44,15609,255,2315,591,180
2992,202203,Roman-Ward,JZU,"Davidson, Boyd and Wade",VUW,Domestic,Oceania,Jet,Wide-body,Bombardier,737,-200,3,81512,348,37,186,31,18530,172,2797,849,150
2993,202106,Wilson-Higgins,IYP,Reed-Burch,ECQ,International,Africa,Turboprop,Wide-body,Bombardier,CRJ900,-900,3,269131,143,292,99,94,21416,130,2610,274,200
2994,202009,"Jordan, Barajas and Gardner",JCE,Lin-Stevens,GIH,Domestic,South America,Turboprop,Wide-body,Bombardier,E190,-200,3,101112,98,245,40,63,7623,324,412,2523,200
2995,202110,Haynes-Sims,YWG,Eaton-Bright,ZUY,International,South America,Turboprop,Narrow-body,Boeing,CRJ900,-1000,10,299973,300,26,141,11,12391,304,269,312,220
2996,202207,"Johnson, Reynolds and Johnson",JCU,Smith-Gray,BHY,International,Oceania,Jet,Narrow-body,Boeing,CRJ900,-900,3,130431,349,294,78,40,17990,443,439,2910,150
2997,202009,Berry-Thomas,ZUF,"Roach, Williams and Shelton",LXG,International,Africa,Helicopter,Narrow-body,Boeing,CRJ900,-200,8,308777,325,12,59,27,5129,844,2237,3017,250
2998,202307,Williams-Finley,KMB,Anderson and Sons,WPZ,International,Europe,Jet,Narrow-body,Bombardier,CRJ900,-200,1,326238,470,86,6,57,122,556,951,4119,220
2999,202307,Fox Group,ZJL,"Johnson, Cervantes and Yates",BWP,International,Africa,Turboprop,Narrow-body,Airbus,737,-900,7,169781,82,63,151,11,6570,259,1477,549,150
3000,202012,Bond Ltd,MQO,Mckinney Group,PZA,Domestic,Asia,Turboprop,Wide-body,Embraer,CRJ900,-200,4,167798,375,15,54,25,11999,251,1868,2284,200
3001,202009,Frederick Inc,RDP,Mendoza LLC,IZF,Domestic,Europe,Helicopter,Narrow-body,Bombardier,A320,-200,8,201643,418,4,29,38,7682,636,2855,4971,180
3002,202412,Watson Inc,IIU,Flores-Morris,RRQ,International,Asia,Turboprop,Narrow-body,Bombardier,E190,-1000,2,291932,388,298,197,46,22010,446,1361,124,200
3003,202301,"Salinas, Jones and Williams",IHV,Brown Group,PSL,International,Oceania,Helicopter,Wide-body,Boeing,E190,-200,10,354344,306,296,6,60,2734,24,2161,4352,180
3004,202404,Chambers PLC,LRZ,"Green, Atkins and Walker",ZEL,Domestic,Oceania,Jet,Narrow-body,Bombardier,737,-200,4,203398,336,4,81,65,12047,540,1275,3527,200
3005,202107,Bush-Parker,NCC,"Montgomery, Garcia and Newton",MTG,International,Asia,Turboprop,Wide-body,Embraer,A320,-800,10,134802,478,198,148,19,7162,774,931,1438,180
3006,202008,Porter LLC,PIP,"Freeman, Lee and Rodriguez",YJY,Domestic,South America,Turboprop,Wide-body,Bombardier,A320,-200,8,284930,355,5,144,38,8843,390,890,2819,220
3007,202103,"Turner, Landry and Wade",HWD,"Young, Sanchez and Hawkins",KJS,Domestic,Asia,Jet,Wide-body,Bombardier,A320,-1000,1,329226,186,168,118,11,17878,838,2393,2144,250
3008,202504,"Long, Nguyen and Fitzpatrick",TUB,Matthews Inc,IZJ,International,North America,Helicopter,Narrow-body,Airbus,E190,-800,8,134971,30,290,70,82,7581,655,306,1381,220
3009,202303,Gomez PLC,CMZ,Greene Inc,QJL,Domestic,Asia,Jet,Wide-body,Airbus,E190,-800,10,250632,36,266,45,24,14047,796,1592,1786,200
3010,202210,Warner-Ward,DSY,Watts Ltd,REJ,Domestic,Asia,Jet,Wide-body,Embraer,E190,-1000,4,91149,278,241,74,54,11251,363,1349,1094,250
3011,202306,Hoffman-Price,LKB,Porter Group,SVL,Domestic,Europe,Turboprop,Narrow-body,Airbus,A320,-900,7,233379,466,215,68,56,20023,318,481,4978,220
3012,202106,Hill-Wiggins,MUX,"Turner, Snyder and Edwards",LVO,Domestic,South America,Turboprop,Wide-body,Airbus,CRJ900,-1000,4,97869,252,116,48,78,19235,150,1864,2141,250
3013,202503,"Andrews, Lee and Watson",DLZ,Edwards Inc,LNQ,Domestic,Asia,Jet,Narrow-body,Airbus,CRJ900,-1000,5,225032,412,268,61,32,1020,124,2120,404,180
3014,202006,"Sanchez, Jones and Davis",QOQ,Stark Inc,TNB,Domestic,Europe,Turboprop,Narrow-body,Boeing,CRJ900,-800,10,132045,24,71,1,22,16503,935,2668,125,220
3015,202406,Woodard Inc,NTZ,Simpson PLC,MBP,International,South America,Jet,Wide-body,Airbus,A320,-900,8,287674,140,26,118,93,17910,964,855,1544,180
3016,202304,"Young, Davis and Nunez",QFZ,"Shannon, Bender and Bennett",RWM,Domestic,South America,Turboprop,Wide-body,Embraer,CRJ900,-1000,7,65321,267,48,93,4,3613,488,801,1549,150
3017,202304,Johnson-Pollard,DQW,Perez and Sons,HBK,Domestic,Asia,Turboprop,Narrow-body,Boeing,A320,-800,7,247823,305,189,123,39,10790,787,2434,3792,180
3018,202202,Olson LLC,VKO,Arias-Rich,PNA,Domestic,Europe,Jet,Wide-body,Bombardier,CRJ900,-200,6,271955,136,15,69,54,16305,147,759,2454,150
3019,202008,"Carey, Munoz and Henderson",WBB,"Avila, Randall and Nicholson",WUP,International,Asia,Helicopter,Narrow-body,Airbus,A320,-1000,3,373652,174,147,70,55,3010,889,1485,4112,150
3020,202302,"Huffman, Harper and Franco",KQK,"Cooper, Smith and Ramos",VRI,International,Oceania,Jet,Narrow-body,Bombardier,A320,-1000,9,235351,38,115,187,46,16072,387,39,544,220
3021,202404,Cruz PLC,APZ,Anderson-Guerrero,GGI,International,Asia,Jet,Wide-body,Boeing,A320,-200,2,112965,230,130,41,20,22043,485,2460,4448,200
3022,202108,"Alvarado, Washington and Mcneil",EZW,Hensley-Mclaughlin,LXY,International,North America,Turboprop,Wide-body,Airbus,CRJ900,-800,1,220312,92,11,83,46,8980,237,1687,3490,200
3023,202203,"Jackson, Wade and Mcmahon",MKL,"Chavez, Martinez and Sandoval",AIX,Domestic,Africa,Helicopter,Wide-body,Boeing,CRJ900,-900,4,298120,441,108,162,40,3608,903,538,665,180
3024,202103,"Dudley, Stevenson and Elliott",LJN,"Martin, Davis and Walker",DOL,Domestic,Asia,Turboprop,Wide-body,Boeing,E190,-900,1,183066,340,178,75,72,2338,676,1625,2340,200
3025,202411,"Gray, James and Hill",HBC,King-Russell,ARS,International,Europe,Jet,Narrow-body,Bombardier,E190,-800,5,377983,481,160,178,60,1281,69,1390,4787,220
3026,202011,Clayton LLC,JZG,Curry-Turner,SEO,Domestic,Asia,Turboprop,Narrow-body,Bombardier,E190,-200,2,209703,204,28,129,32,13375,811,505,408,250
3027,202105,Holmes-Murray,XVA,Davies Ltd,OUI,Domestic,Europe,Helicopter,Wide-body,Boeing,A320,-1000,1,311751,282,153,39,91,11937,976,1084,2106,200
3028,202012,Lee-Beasley,RDA,Lopez and Sons,JYG,Domestic,Europe,Turboprop,Narrow-body,Bombardier,A320,-900,4,202017,437,179,157,42,17078,183,490,4314,250
3029,202103,"Curry, Rosario and Schmidt",WYK,Bryant-Duncan,VVV,International,Asia,Jet,Wide-body,Bombardier,CRJ900,-200,2,260117,345,179,164,43,3861,512,573,1831,200
3030,202308,Nash Ltd,HRX,Griffin-Franklin,IAL,Domestic,South America,Turboprop,Wide-body,Boeing,A320,-900,3,195133,39,18,34,21,12125,99,2716,3302,220
3031,202004,Sandoval Inc,QHE,Howell-Lopez,KMA,International,Africa,Helicopter,Wide-body,Airbus,A320,-200,7,312265,304,57,173,31,18329,471,2634,3389,220
3032,202406,Casey-Crawford,VOF,"Torres, Smith and Huynh",COW,International,South America,Turboprop,Narrow-body,Embraer,A320,-800,7,304287,429,256,154,95,10077,514,453,509,250
3033,202304,"Pena, Ward and Duffy",ZRA,Williams LLC,QID,Domestic,Asia,Turboprop,Narrow-body,Boeing,737,-1000,1,266235,444,159,143,87,17677,925,2248,404,220
3034,202005,"Tyler, Watts and Rivas",VFK,"Rasmussen, Butler and Hardin",NAO,International,North America,Jet,Wide-body,Boeing,A320,-800,7,132039,388,280,28,92,21176,71,2656,1124,250
3035,202009,"Hernandez, Gordon and Vargas",OXB,Garcia PLC,MJU,Domestic,Africa,Jet,Narrow-body,Airbus,E190,-800,6,377054,35,255,172,30,1903,730,2159,3886,250
3036,202310,Brewer and Sons,OTF,"Hart, Young and Jones",TEJ,Domestic,Africa,Turboprop,Wide-body,Boeing,CRJ900,-800,5,288874,467,253,55,13,7305,905,2693,3858,180
3037,202205,Martinez PLC,GAU,Sherman-Krueger,WTV,International,Oceania,Helicopter,Narrow-body,Embraer,737,-900,10,210635,79,162,86,49,20532,751,1150,4549,180
3038,202110,"Lara, Rice and Hayes",KPE,Edwards-David,XCM,Domestic,Africa,Turboprop,Narrow-body,Boeing,E190,-800,1,189113,245,70,49,33,20617,380,1660,1368,180
3039,202502,"Cox, Peterson and Oneill",GRR,Bryan Group,PIF,Domestic,Europe,Turboprop,Narrow-body,Bombardier,CRJ900,-900,6,73599,145,297,183,39,1444,613,42,4085,200
3040,202304,Bennett Group,RRE,"Graves, Davis and Jones",IVO,Domestic,Africa,Jet,Narrow-body,Airbus,E190,-900,5,209205,291,140,182,4,3472,385,1687,4067,180
3041,202212,Davis-Spencer,SYI,"Jones, Myers and Finley",IQA,International,Africa,Turboprop,Wide-body,Boeing,CRJ900,-800,2,240322,353,32,5,76,259,146,1096,234,250
3042,202005,Moyer Inc,NGJ,Johnson-Wells,MQJ,Domestic,Africa,Turboprop,Wide-body,Embraer,737,-800,10,118269,361,267,111,77,8169,630,189,4377,150
3043,202207,"Beck, Phillips and Mejia",EEP,Davis-Robinson,KZG,Domestic,Africa,Helicopter,Wide-body,Bombardier,E190,-900,7,178815,398,260,136,47,14549,472,709,951,220
3044,202211,Yates-Martinez,WHH,Olson Group,OGY,International,Oceania,Helicopter,Narrow-body,Boeing,737,-900,9,79716,359,254,104,5,18826,576,167,2573,220
3045,202404,"Peck, Gutierrez and Manning",ZUQ,Barton LLC,XCV,International,Asia,Turboprop,Wide-body,Boeing,CRJ900,-1000,9,161646,268,127,41,100,885,85,1611,2394,220
3046,202310,Barr-Green,AIA,"Estrada, Sweeney and Murphy",NKP,International,North America,Turboprop,Wide-body,Embraer,737,-200,6,54699,109,212,38,96,20727,408,368,1246,250
3047,202403,Garcia-Flores,WAR,Martin-Terry,DPA,Domestic,Europe,Turboprop,Wide-body,Bombardier,E190,-800,5,66342,165,108,20,21,5746,434,1797,419,220
3048,202401,"Thomas, Case and Mcintyre",WRC,Davis PLC,JRZ,Domestic,Oceania,Jet,Wide-body,Boeing,CRJ900,-200,1,185580,437,129,138,59,11288,536,2576,1446,250
3049,202007,Perez Inc,COX,Miller-Walsh,UAF,Domestic,Oceania,Turboprop,Narrow-body,Boeing,737,-900,3,304262,338,117,57,53,6204,286,2187,3954,150
3050,202009,Banks-Ingram,RPG,Abbott Group,QFU,International,Europe,Jet,Wide-body,Bombardier,A320,-900,9,188617,354,107,168,73,743,145,370,3761,250
3051,202504,Smith-Hodges,JGL,Hood-Phillips,JZG,Domestic,South America,Turboprop,Narrow-body,Embraer,A320,-800,9,160871,174,40,17,85,21593,630,2995,488,150
3052,202210,"Evans, Dudley and Christian",SCW,"Lopez, Duncan and Hughes",UOR,Domestic,Asia,Jet,Wide-body,Embraer,E190,-200,4,281039,337,274,24,26,4311,326,169,4894,150
3053,202203,Norris-Ward,JVB,Salinas LLC,TXN,Domestic,North America,Turboprop,Wide-body,Embraer,A320,-1000,4,58987,63,179,174,15,1642,607,2168,3517,200
3054,202501,Shields Inc,CYL,Braun-Manning,XWT,Domestic,Asia,Helicopter,Wide-body,Boeing,CRJ900,-1000,6,319809,199,156,32,71,19986,847,2089,4707,200
3055,202210,Chavez-Mcgee,ISX,Rodriguez PLC,DPY,Domestic,Africa,Helicopter,Narrow-body,Boeing,E190,-200,2,355393,93,24,65,59,8654,815,976,3875,250
3056,202307,"Snyder, Cooper and Larson",XCI,Martinez PLC,YEL,Domestic,South America,Helicopter,Narrow-body,Boeing,CRJ900,-200,1,155024,399,185,52,47,7070,267,1651,629,220
3057,202206,"Mendez, Harris and Johnson",MKN,Bartlett Inc,VPH,Domestic,Oceania,Helicopter,Narrow-body,Embraer,737,-900,1,286877,283,84,182,49,18607,844,2503,3683,220
3058,202201,"Rose, Russell and Perry",VZQ,Thomas-Griffin,FTC,International,Asia,Turboprop,Narrow-body,Airbus,CRJ900,-1000,9,297870,354,129,53,46,7388,870,1537,1457,220
3059,202210,"Hawkins, Jackson and Hernandez",SZY,Williams-Li,RCH,International,Oceania,Turboprop,Wide-body,Bombardier,E190,-200,3,296752,227,273,35,57,16341,322,604,2068,220
3060,202411,"Huerta, Spencer and Gilbert",IBU,Thornton-Diaz,CJA,International,North America,Helicopter,Wide-body,Airbus,CRJ900,-900,4,201955,400,236,27,25,12027,269,1711,1114,220
3061,202009,"Dean, Keller and Cooper",ELC,"Kirk, Villanueva and Davis",MEJ,Domestic,Africa,Helicopter,Narrow-body,Embraer,737,-800,1,74864,392,70,124,85,13752,20,1888,1832,150
3062,202501,Grant LLC,SEP,Carey-Stephens,MCS,International,Africa,Helicopter,Wide-body,Boeing,E190,-200,5,255773,383,211,58,99,14102,673,801,3958,150
3063,202206,Lucero-Oliver,JTH,"Lopez, Moran and Schroeder",MPB,Domestic,Europe,Jet,Wide-body,Embraer,CRJ900,-800,10,111513,241,239,60,3,4398,858,781,4751,220
3064,202402,"Hernandez, Randolph and Bowers",JYW,Neal Group,JFE,Domestic,Oceania,Helicopter,Wide-body,Boeing,E190,-200,6,126720,331,194,128,56,17078,308,1849,836,220
3065,202504,Park PLC,ORC,"Sheppard, Potts and Dickerson",NLV,International,Asia,Turboprop,Wide-body,Bombardier,A320,-1000,3,272031,489,127,85,15,8467,410,358,3565,150
3066,202502,Gates-Brown,CGM,Acosta-Pace,VBJ,International,South America,Helicopter,Narrow-body,Embraer,E190,-900,2,359625,214,239,77,59,5850,101,1494,3288,250
3067,202308,Thornton-Brooks,KXG,Santiago Group,QVE,International,Asia,Helicopter,Narrow-body,Boeing,737,-1000,1,185930,180,150,93,2,5067,946,2439,1464,150
3068,202304,Harvey Inc,FZB,Ramirez-Graves,YRW,Domestic,North America,Helicopter,Narrow-body,Embraer,A320,-1000,4,329263,272,192,122,68,21145,21,477,991,220
3069,202009,Rogers Inc,EXD,"Melendez, Thompson and Woods",LLS,Domestic,Oceania,Turboprop,Narrow-body,Embraer,CRJ900,-1000,4,205826,130,278,9,18,12422,658,439,4815,180
3070,202410,Marshall LLC,CGH,"Gonzalez, Weaver and Hood",QMF,International,South America,Jet,Wide-body,Bombardier,A320,-200,6,167152,178,271,37,45,15352,312,2762,4168,150
3071,202111,"Jacobson, Garcia and Morris",CQI,Johnson-Patel,XFA,Domestic,Africa,Helicopter,Wide-body,Airbus,737,-800,5,244359,207,247,121,33,11647,6,2662,37,150
3072,202011,Simmons Ltd,ALE,Lucas Ltd,CFD,Domestic,Africa,Jet,Wide-body,Bombardier,CRJ900,-900,5,278449,175,206,113,51,21063,595,833,2023,150
3073,202204,"Dillon, Bates and Williams",QDL,Norris Group,AVX,Domestic,Oceania,Helicopter,Narrow-body,Airbus,A320,-1000,3,219577,342,169,19,63,13444,932,118,2244,200
3074,202311,Holden LLC,WNY,Flynn Ltd,USL,Domestic,Asia,Jet,Narrow-body,Boeing,A320,-1000,4,308295,474,287,90,74,925,640,1302,2267,180
3075,202406,Fleming Ltd,NSE,"Rodriguez, Combs and Green",HWH,International,Europe,Helicopter,Wide-body,Bombardier,E190,-1000,10,359479,78,116,187,55,7039,990,2157,4381,150
3076,202112,Byrd-Hernandez,TXC,Johnson PLC,NOI,International,Oceania,Jet,Narrow-body,Airbus,737,-800,9,86377,243,11,120,28,3552,743,2856,1776,180
3077,202103,Nelson-Levy,DWL,Miller-Smith,WXG,Domestic,Europe,Turboprop,Narrow-body,Bombardier,CRJ900,-200,10,113954,158,147,185,61,19241,257,2834,1601,180
3078,202201,"Morris, Lopez and Stone",XYJ,"West, Nguyen and Lawson",XRN,International,Oceania,Turboprop,Wide-body,Embraer,737,-900,9,292159,13,29,97,90,2538,295,410,2770,180
3079,202401,"Sanders, Ford and Herrera",IPS,Parker Ltd,JRQ,International,North America,Jet,Wide-body,Airbus,A320,-900,7,369725,476,108,35,54,10608,619,776,2221,150
3080,202112,Daniels LLC,JXV,"Jenkins, Doyle and Arnold",GFV,International,Asia,Jet,Narrow-body,Bombardier,A320,-200,2,82503,473,56,153,81,6360,342,2404,1641,220
3081,202106,Johnson Group,UHD,"Ford, Irwin and Sanchez",YUT,International,Europe,Helicopter,Narrow-body,Bombardier,CRJ900,-200,3,371557,36,147,61,38,7350,149,1738,484,220
3082,202311,Reyes-Scott,MQO,"Watson, Davies and Johnson",YQI,Domestic,North America,Turboprop,Wide-body,Airbus,CRJ900,-900,4,296400,187,210,11,70,11207,452,704,3364,200
3083,202107,Martin PLC,LBA,Walls-Edwards,RDJ,International,Africa,Helicopter,Narrow-body,Embraer,E190,-200,7,79013,213,85,96,61,10696,919,261,1596,200
3084,202402,Reeves-Garcia,CLX,Gutierrez Inc,ZBN,Domestic,South America,Jet,Narrow-body,Boeing,CRJ900,-1000,9,280080,286,155,1,30,14774,566,845,1869,150
3085,202208,"Wilson, Terrell and Bailey",WRA,Clayton and Sons,MBJ,International,Oceania,Jet,Wide-body,Airbus,A320,-800,1,141690,49,169,123,59,21110,708,220,12,150
3086,202109,Davidson LLC,VIQ,"Johns, Hunt and Gomez",XYK,Domestic,Oceania,Helicopter,Wide-body,Boeing,A320,-800,6,102279,55,16,63,9,2737,188,1085,4086,180
3087,202401,Reilly-Johnson,TTV,"Lee, Butler and Johnson",WAB,International,South America,Jet,Wide-body,Boeing,E190,-800,5,234264,135,107,184,43,21410,715,1515,1375,180
3088,202012,Garcia-Gibson,EIG,"Smith, Gomez and Brown",HBA,International,Asia,Jet,Narrow-body,Boeing,A320,-1000,10,192863,201,238,37,23,15500,360,1063,4281,150
3089,202308,Stephens PLC,GDL,Campbell Inc,FJC,International,Europe,Turboprop,Narrow-body,Boeing,CRJ900,-1000,6,116559,122,264,82,14,21357,838,1287,852,180
3090,202305,"Mathis, Atkinson and Krueger",ZUY,Potter and Sons,EBX,International,Oceania,Turboprop,Narrow-body,Airbus,E190,-1000,10,68069,263,72,59,19,5246,474,2576,1954,150
3091,202210,"Morrison, Lopez and Jackson",XJL,Nguyen Inc,QHB,Domestic,Europe,Helicopter,Narrow-body,Embraer,CRJ900,-200,5,281483,81,224,192,21,4988,494,1446,1064,250
3092,202112,Sheppard-Anderson,MWB,Johnson-Jones,UZX,International,Africa,Jet,Wide-body,Airbus,E190,-1000,5,301874,455,209,187,36,4120,119,302,3113,250
3093,202207,Mcpherson-Walker,KDL,Mann-Stevens,IAW,International,Asia,Helicopter,Wide-body,Embraer,CRJ900,-800,3,55222,319,106,107,40,11943,70,1994,3476,220
3094,202006,"Lee, Rowe and Romero",DKF,"Adams, Crawford and Harris",WKS,International,North America,Helicopter,Narrow-body,Airbus,E190,-1000,6,245039,114,147,41,76,1292,828,883,2145,250
3095,202104,Conley and Sons,JAA,"Stark, Miller and Holland",IFM,International,South America,Helicopter,Narrow-body,Embraer,A320,-900,3,159165,73,206,151,18,7827,221,1537,3238,250
3096,202303,"Wright, Cisneros and Higgins",FKR,Swanson-Massey,QHU,Domestic,South America,Turboprop,Narrow-body,Airbus,A320,-1000,3,238843,309,266,198,89,20411,280,2514,950,250
3097,202104,Brown and Sons,WBQ,Barry LLC,IBD,Domestic,Asia,Helicopter,Wide-body,Bombardier,CRJ900,-1000,3,291856,475,122,160,31,1520,144,1243,2523,220
3098,202203,Williams Inc,RCG,Jones-Owens,UJN,Domestic,Oceania,Turboprop,Narrow-body,Airbus,E190,-900,3,157638,208,32,130,60,7129,855,1756,756,150
3099,202412,Torres-King,VQZ,"Medina, Johnson and Allen",BFK,Domestic,Africa,Jet,Wide-body,Boeing,737,-1000,5,109033,250,152,107,36,1348,53,224,4777,200
3100,202209,Todd Group,HEP,Miller-Davis,QPF,International,North America,Jet,Wide-body,Airbus,E190,-900,5,294453,58,59,189,85,6344,22,2063,550,220
3101,202106,Gilbert-Gordon,OUQ,Short Group,LBS,Domestic,Europe,Turboprop,Wide-body,Boeing,E190,-1000,10,379037,83,93,192,97,12735,680,2699,1490,150
3102,202205,Jackson-Nguyen,DIL,Schultz Ltd,DZF,International,Asia,Turboprop,Wide-body,Airbus,A320,-200,10,164676,288,14,97,8,5633,252,133,1145,200
3103,202309,Baker-Hodge,JDF,"Bowen, Schwartz and Chan",NYB,Domestic,Europe,Jet,Narrow-body,Bombardier,E190,-800,10,57054,173,162,64,62,7554,225,2688,868,180
3104,202105,Kim-Tate,SJP,Armstrong-Turner,TKI,International,Africa,Jet,Wide-body,Airbus,E190,-800,7,213380,32,261,88,68,1001,975,1248,2272,180
3105,202504,Wilson Inc,IVT,Hernandez-Weber,XZR,International,Africa,Turboprop,Narrow-body,Bombardier,E190,-1000,8,185193,218,281,159,54,5079,631,371,3069,180
3106,202011,Campbell-Randall,TIX,"Oconnell, Olsen and Porter",CSA,Domestic,Europe,Jet,Wide-body,Boeing,A320,-900,8,275478,247,140,183,56,13035,444,2720,2831,200
